Tipologia di rifiuto differenziato,Anno,Territorio,Tipo dato,0,Flags
"totale","2012","Reggio di Calabria","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",15.1607,
"totale","2000","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2001","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2002","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",70,
"totale","2011","Reggio di Calabria","popolazione servita dalla raccolta differenziata - percentuale",70,
"totale","2000","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",0,
"totale","2001","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",0.48928,
"totale","2002","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",27.3259,
"totale","2003","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",58.08042,
"totale","2004","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",69.38185,
"totale","2005","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",102.54246,
"totale","2006","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",104.57451,
"totale","2007","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",128.58259,
"totale","2008","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",128.22832,
"totale","2009","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",74.88656,
"totale","2010","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",105.98263,
"totale","2011","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",103.56903,
"totale","2012","Crotone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",93.77223,
"totale","2000","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",0,
"totale","2001","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",0.09462,
"totale","2002","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.77238,
"totale","2003","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.74466,
"totale","2004","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",12.17995,
"totale","2005","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",18.19159,
"totale","2006","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",18.28936,
"totale","2007","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",21.58181,
"totale","2008","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",22.86813,
"totale","2009","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",13.75547,
"totale","2010","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",19.19944,
"totale","2011","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",19.72642,
"totale","2012","Crotone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",18.53305,
"totale","2000","Crotone","popolazione servita dalla raccolta differenziata - percentuale",0,
"totale","2001","Crotone","popolazione servita dalla raccolta differenziata - percentuale",60,
"totale","2002","Crotone","popolazione servita dalla raccolta differenziata - percentuale",60,
"totale","2003","Crotone","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2004","Crotone","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2005","Crotone","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2006","Crotone","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2007","Crotone","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2008","Crotone","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2009","Crotone","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2010","Crotone","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2011","Crotone","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2000","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",0.63113,
"totale","2001","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",18.46483,
"totale","2002","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",29.4229,
"totale","2003","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",34.13183,
"totale","2004","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",42.54639,
"totale","2005","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",43.14699,
"totale","2006","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",43.94586,
"totale","2007","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",67.90826,
"totale","2008","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",37.07139,
"totale","2009","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",45.68187,
"totale","2010","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",47.19073,
"totale","2011","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",64.81694,
"totale","2012","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",46.39873,
"totale","2000","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",0.15261,
"totale","2001","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.28503,
"totale","2002","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.44319,
"totale","2003","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.17585,
"totale","2004","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.52632,
"totale","2005","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.94776,
"totale","2006","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.09136,
"totale","2007","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",12.65035,
"totale","2008","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.36965,
"totale","2009","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",9.38564,
"totale","2010","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",9.82235,
"totale","2011","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",13.69132,
"totale","2012","Vibo Valentia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.12622,
"totale","2000","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2001","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2002","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2003","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",93,
"totale","2004","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Vibo Valentia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",24.5237,
"totale","2001","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",25.37018,
"totale","2002","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",22.08258,
"totale","2003","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",26.0413,
"totale","2004","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",30.1359,
"totale","2005","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",27.32775,
"totale","2006","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",45.64161,
"totale","2007","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",53.55662,
"totale","2008","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",58.49913,
"totale","2009","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",56.94463,
"totale","2010","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",65.43586,
"totale","2011","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",75.11794,
"totale","2012","Trapani","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",88.59657,
"totale","2000","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.23475,
"totale","2001","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.52872,
"totale","2002","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.72772,
"totale","2003","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.12239,
"totale","2004","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.04771,
"totale","2005","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.32606,
"totale","2006","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.50638,
"totale","2007","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.8145,
"totale","2008","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",11.4471,
"totale","2009","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.81344,
"totale","2010","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.71196,
"totale","2011","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",11.59279,
"totale","2012","Trapani","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",13.16738,
"totale","2000","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Trapani","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",30.34545,
"totale","2001","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",32.89464,
"totale","2002","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",30.64445,
"totale","2003","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",33.69349,
"totale","2004","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",45.22604,
"totale","2005","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",49.54829,
"totale","2006","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",63.18885,
"totale","2007","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",43.35739,
"totale","2008","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",45.17884,
"totale","2009","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",41.45247,
"totale","2010","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",43.68418,
"totale","2011","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",58.39336,
"totale","2012","Palermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",57.4126,
"totale","2000","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.83062,
"totale","2001","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.47341,
"totale","2002","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.94956,
"totale","2003","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.18029,
"totale","2004","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.46532,
"totale","2005","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.06811,
"totale","2006","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",9.64243,
"totale","2007","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.84365,
"totale","2008","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.37251,
"totale","2009","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.14819,
"totale","2010","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.68351,
"totale","2011","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.15291,
"totale","2012","Palermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.58098,
"totale","2000","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Palermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",7.59946,
"totale","2001","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",4.98927,
"totale","2002","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",6.6938,
"totale","2003","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",9.40022,
"totale","2004","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",8.42389,
"totale","2005","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",10.58887,
"totale","2006","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",10.13262,
"totale","2007","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",20.04269,
"totale","2008","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",16.07377,
"totale","2009","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",22.62645,
"totale","2010","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",27.35417,
"totale","2011","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",33.50468,
"totale","2012","Messina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",27.95177,
"totale","2000","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",1.61443,
"totale","2001","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",1.04572,
"totale","2002","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",1.32777,
"totale","2003","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",1.85112,
"totale","2004","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",1.68625,
"totale","2005","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",2.04433,
"totale","2006","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",1.88738,
"totale","2007","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.75998,
"totale","2008","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.12897,
"totale","2009","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.40179,
"totale","2010","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.29671,
"totale","2011","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.26682,
"totale","2012","Messina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.49846,
"totale","2000","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Messina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",4.14898,
"totale","2001","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",2.5848,
"totale","2002","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",1.17303,
"totale","2003","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",1.5616,
"totale","2004","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",25.58617,
"totale","2005","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",33.8728,
"totale","2006","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",82.74263,
"totale","2007","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",96.14493,
"totale","2008","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",103.67577,
"totale","2009","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",92.51974,
"totale","2010","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",50.86632,
"totale","2011","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",45.58551,
"totale","2012","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",60.37222,
"totale","2000","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",0.76733,
"totale","2001","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",0.43091,
"totale","2002","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",0.20237,
"totale","2003","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",0.28487,
"totale","2004","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.98623,
"totale","2005","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.27725,
"totale","2006","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",13.93685,
"totale","2007","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",15.92248,
"totale","2008","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.16894,
"totale","2009","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",15.24833,
"totale","2010","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.40564,
"totale","2011","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.88436,
"totale","2012","Agrigento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",11.04173,
"totale","2000","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",10,
"totale","2001","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",10,
"totale","2002","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",10,
"totale","2003","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",10,
"totale","2004","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",45,
"totale","2005","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",45,
"totale","2006","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",70,
"totale","2007","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2008","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2009","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2010","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2011","Agrigento","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2000","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",5.67955,
"totale","2001","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",4.664,
"totale","2002","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",17.67946,
"totale","2003","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",24.96241,
"totale","2004","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",23.54365,
"totale","2005","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",23.80147,
"totale","2006","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",28.879,
"totale","2007","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",28.81239,
"totale","2008","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",62.98229,
"totale","2009","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",71.46563,
"totale","2010","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",66.88574,
"totale","2011","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",60.71944,
"totale","2012","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",61.62553,
"totale","2000","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",1.10001,
"totale","2001","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",0.90851,
"totale","2002","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.39708,
"totale","2003","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.93303,
"totale","2004","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.86591,
"totale","2005","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.47312,
"totale","2006","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.20973,
"totale","2007","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.25939,
"totale","2008","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.99505,
"totale","2009","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",12.54904,
"totale","2010","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",11.98055,
"totale","2011","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",11.26054,
"totale","2012","Caltanissetta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",11.78883,
"totale","2000","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Caltanissetta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Enna","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",5.86362,
"totale","2001","Enna","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",6.56612,
"totale","2002","Enna","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",6.63945,
"totale","2003","Enna","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",12.74597,
"totale","2004","Enna","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",18.44801,
"totale","2005","Enna","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",35.00387,
"totale","2006","Enna","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",40.12533,
"totale","2007","Enna","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",48.0233,
